<PAD>	1000000000
<UNK>	1000000000
<S>	1000000000
</S>	1000000000
，	747
、	489
的	443
0	402
公	385
。	378
司	315
1	288
人	251
2	242
有	220
工	206
业	183
年	182
期	181
投	174
标	169
水	152
上	145
在	142
3	141
资	138
用	137
报	137
一	126
不	124
股	122
发	121
员	111
中	108
5	108
大	106
市	106
：	102
行	101
服	100
名	98
（	98
）	98
要	97
月	97
残	95
4	95
务	93
限	93
地	90
生	89
经	88
为	87
告	87
和	87
金	86
疾	85
加	85
作	84
交	83
合	82
6	82
项	82
会	81
进	81
.	81
时	80
-	80
证	79
产	76
了	76
本	75
东	74
开	74
“	73
”	73
8	71
江	70
利	70
下	70
目	70
及	69
主	69
日	69
系	69
成	69
到	68
以	68
提	67
方	67
件	66
通	65
是	64
等	63
计	63
动	62
事	61
保	61
建	60
能	60
收	60
前	60
；	59
家	59
网	58
活	58
元	57
入	57
天	56
间	56
同	55
三	55
分	55
定	55
来	55
增	54
县	54
展	54
国	54
内	54
较	54
罗	53
供	53
楼	53
所	52
设	52
可	51
心	51
致	51
自	51
招	50
7	50
企	50
装	50
位	49
程	49
放	49
并	49
额	49
理	48
品	48
情	48
联	47
钟	47
现	46
性	46
聘	45
面	45
对	45
适	45
9	44
每	44
南	44
博	43
易	43
后	43
应	43
权	43
出	43
试	42
采	42
况	42
购	42
平	41
政	41
益	41
关	40
管	40
多	40
式	40
度	40
长	40
胜	40
按	39
将	39
就	39
法	38
于	38
他	38
两	38
者	38
达	38
无	38
说	38
余	38
/	38
文	38
二	37
与	37
规	37
电	37
已	37
安	37
实	36
力	36
非	36
%	35
记	35
子	35
考	34
信	34
复	34
基	34
表	34
明	34
个	34
过	34
营	34
号	33
城	33
全	33
常	33
高	33
层	33
阴	33
体	32
检	32
质	32
新	31
持	31
备	31
路	31
万	31
化	30
第	30
单	29
据	29
求	29
《	29
》	29
接	29
其	29
重	29
该	29
让	29
修	29
纳	29
州	28
参	28
办	28
共	28
物	28
这	28
至	28
厂	28
阳	27
训	27
确	27
场	27
准	27
商	27
集	27
源	26
康	26
转	26
数	26
取	26
次	26
相	26
解	26
称	26
先	26
十	26
然	26
流	26
季	26
√	26
初	26
末	26
—	26
)	25
条	25
审	25
户	25
测	25
部	25
财	25
造	25
区	25
气	25
配	25
西	25
广	24
(	24
点	24
台	24
价	24
完	24
正	23
制	23
导	23
省	23
份	23
或	23
组	23
调	23
统	23
效	23
置	23
节	23
损	23
款	23
费	23
息	22
府	22
老	22
口	22
此	22
线	22
量	22
机	21
培	21
原	21
责	21
四	21
绩	21
织	21
减	21
百	21
车	21
荥	21
预	20
得	20
云	20
如	20
格	20
处	20
小	20
续	20
图	20
我	20
注	20
t	20
外	20
因	20
验	20
游	20
都	19
核	19
身	19
结	19
买	19
h	19
立	19
少	19
女	19
创	19
抢	19
获	18
最	18
海	18
受	18
民	18
由	18
未	18
施	18
回	18
各	18
存	18
监	18
净	18
土	18
储	18
缴	18
唱	18
山	17
带	17
免	17
占	17
总	17
比	17
选	17
专	17
视	17
补	17
们	17
承	17
整	17
兰	17
那	17
里	17
房	17
董	17
披	17
露	17
泰	17
障	17
任	16
需	16
具	16
照	16
查	16
张	16
真	16
题	16
际	16
当	16
助	16
改	16
？	16
没	16
只	16
否	16
奖	16
界	16
认	16
付	16
,	16
普	15
简	15
优	15
职	15
使	15
领	15
议	15
五	15
话	15
华	15
而	15
代	15
也	15
□	15
苏	15
团	15
级	14
根	14
请	14
型	14
技	14
递	14
示	14
运	14
快	14
着	14
厦	14
溪	14
售	14
随	14
王	14
岸	14
济	14
截	14
o	14
从	13
指	13
好	13
神	13
书	13
均	13
室	13
笔	13
:	13
综	13
问	13
N	13
超	13
货	13
起	13
道	13
样	13
局	13
举	13
算	13
支	13
岛	13
更	12
令	12
向	12
临	12
特	12
料	12
给	12
构	12
围	12
套	12
还	12
世	12
再	12
A	12
变	12
券	12
c	12
酒	12
店	12
餐	12
春	12
包	11
门	11
惠	11
知	11
则	11
材	11
范	11
列	11
负	11
讯	11
融	11
被	11
米	11
做	11
票	11
类	11
登	11
之	11
打	11
智	11
首	11
贴	11
池	11
手	10
直	10
端	10
见	10
申	10
假	10
决	10
签	10
六	10
推	10
升	10
筑	10
积	10
诉	10
往	10
批	10
士	10
速	10
借	10
农	10
控	10
青	10
传	10
儿	10
黄	10
销	10
夏	10
卡	10
送	10
垌	10
魔	10
激	10
练	9
精	9
布	9
排	9
果	9
协	9
委	9
予	9
待	9
拓	9
担	9
划	9
窗	9
针	9
走	9
纸	9
空	9
但	9
银	9
声	9
润	9
良	9
账	9
p	9
m	9
荣	9
北	9
饮	9
拥	9
饰	9
衣	9
星	9
冬	9
励	9
享	9
球	9
码	9
约	8
头	8
清	8
远	8
须	8
消	8
容	8
术	8
述	8
击	8
载	8
a	8
编	8
g	8
除	8
把	8
违	8
午	8
拿	8
案	8
释	8
e	8
陈	8
律	8
席	8
含	8
影	8
响	8
启	8
版	8
止	8
D	8
景	8
佳	8
住	8
途	8
劳	8
想	8
x	8
!	8
学	7
属	7
介	7
争	7
师	7
附	7
居	7
近	7
必	7
符	7
低	7
岗	7
素	7
风	7
询	7
历	7
币	7
污	7
镇	7
双	7
右	7
很	7
难	7
看	7
七	7
板	7
卖	7
意	7
客	7
九	7
赛	7
别	7
■	7
义	7
战	7
模	7
I	7
托	7
越	7
今	7
美	7
副	7
干	7
养	7
光	7
富	7
即	6
礼	6
白	6
择	6
教	6
殊	6
弃	6
拟	6
订	6
O	6
官	6
微	6
y	6
答	6
曾	6
章	6
便	6
靠	6
始	6
半	6
字	6
短	6
L	6
李	6
略	6
环	6
众	6
功	6
仅	6
册	6
许	6
贸	6
燃	6
态	6
强	6
梭	6
飞	6
锡	6
杰	6
舞	6
缝	6
龄	6
周	6
岁	6
宿	6
秋	6
左	6
乡	6
晚	6
脑	6
旬	6
童	6
思	6
善	6
郑	6
轮	6
屠	6
仙	6
―	6
识	5
种	5
社	5
竞	5
热	5
守	5
健	5
育	5
例	5
评	5
析	5
咨	5
址	5
碧	5
继	5
固	5
幅	5
拆	5
昨	5
顶	5
搭	5
听	5
满	5
泥	5
八	5
墙	5
去	5
休	5
漏	5
执	5
档	5
鹏	5
策	5
形	5
抵	5
引	5
反	5
研	5
操	5
C	5
站	5
角	5
洲	5
京	5
喜	5
率	5
跃	5
断	5
庭	5
班	5
换	5
丹	5
玩	5
输	5
急	5
Q	4
深	4
器	4
遵	4
写	4
另	4
束	4
沟	4
福	4
览	4
>	4
疑	4
私	4
w	4
募	4
独	4
掉	4
象	4
几	4
幢	4
沿	4
些	4
钱	4
严	4
坏	4
你	4
吧	4
归	4
绘	4
么	4
i	4
差	4
．	4
势	4
G	4
野	4
值	4
延	4
宜	4
n	4
诺	4
警	4
衍	4
E	4
温	4
境	4
录	4
厅	4
退	4
帐	4
足	4
汇	4
返	4
尽	4
早	4
络	4
链	4
挂	4
英	4
亚	4
兼	4
秀	4
她	4
诚	4
凭	4
誉	4
盛	4
终	4
食	4
堂	4
羽	4
圣	4
盲	4
…	4
护	4
碍	4
瘫	4
紧	4
边	4
维	4
宝	4
压	4
辆	4
跟	4
秘	4
籍	4
赠	4
零	4
碎	4
派	4
唐	4
杆	4
龙	3
花	3
汕	3
圳	3
友	3
顺	3
粤	3
治	3
爱	3
纪	3
履	3
填	3
印	3
虚	3
遇	3
校	3
r	3
+	3
础	3
d	3
辑	3
亿	3
膜	3
扩	3
扇	3
征	3
竟	3
才	3
铁	3
显	3
停	3
括	3
石	3
脱	3
落	3
己	3
队	3
栋	3
味	3
醒	3
浪	3
v	3
l	3
极	3
遗	3
连	3
错	3
降	3
陆	3
扣	3
库	3
失	3
税	3
筹	3
详	3
偿	3
访	3
避	3
【	3
】	3
允	3
且	3
密	3
封	3
禁	3
防	3
繁	3
贯	3
沪	3
宁	3
嘉	3
鹊	3
亦	3
瞄	3
跨	3
辖	3
邮	3
迪	3
吉	3
吊	3
闲	3
洗	3
澳	3
侨	3
丽	3
循	3
敢	3
纫	3
烫	3
男	3
舍	3
荤	3
丰	3
熟	3
逐	3
浴	3
炒	3
菜	3
肴	3
晋	3
俱	3
乐	3
拉	3
K	3
棋	3
毛	3
乒	3
乓	3
蓝	3
诞	3
宴	3
歌	3
跳	3
旅	3
宽	3
读	3
软	3
抚	3
竣	3
军	3
宅	3
绍	3
悉	3
帮	3
演	3
段	3
史	3
抓	3
P	3
绝	3
黑	3
_	3
轻	3
松	3
驾	3
s	3
拍	3
枣	3
庄	3
泵	3
滤	3
红	3
僧	3
！	2
姓	2
河	2
潮	2
尾	2
疗	2
序	2
毕	2
冠	2
彩	2
闭	2
仪	2
候	2
细	2
〔	2
〕	2
异	2
逾	2
彭	2
课	2
浏	2
群	2
S	2
Z	2
贷	2
巨	2
脚	2
架	2
找	2
丝	2
沙	2
浆	2
梯	2
砖	2
坐	2
肯	2
留	2
雨	2
砸	2
既	2
屋	2
粉	2
刷	2
齐	2
赶	2
馆	2
呢	2
杂	2
盘	2
赢	2
误	2
萌	2
追	2
溯	2
摊	2
塑	2
胶	2
债	2
冲	2
[	2
]	2
尚	2
索	2
累	2
亏	2
诸	2
M	2
勤	2
幼	2
欢	2
迎	2
署	2
依	2
u	2
F	2
若	2
街	2
缺	2
迟	2
屏	2
耳	2
麦	2
困	2
~	2
离	2
患	2
武	2
叉	2
卫	2
科	2
念	2
吨	2
映	2
抄	2
色	2
感	2
艺	2
狠	2
杜	2
夜	2
梁	2
什	2
险	2
赞	2
枝	2
珍	2
贵	2
悟	2
巧	2
臭	2
氧	2
沉	2
淀	2
k	2
碰	2
航	2
巡	2
故	2
穿	2
背	2
命	2
吃	2
柿	2
撰	2
徒	2
妖	2
暗	2
邪	2
韵	2
洞	1
珠	1
佛	1
揭	1
茂	1
湛	1
梅	1
浮	1
肇	1
庆	1
韶	1
莞	1
医	1
疏	1
亲	1
坚	1
祖	1
携	1
寸	1
卷	1
语	1
言	1
宣	1
察	1
院	1
啥	1
惑	1
废	1
央	1
跌	1
浙	1
它	1
蹊	1
跷	1
蛛	1
马	1
迹	1
讲	1
烂	1
摆	1
堆	1
爬	1
锹	1
桶	1
砌	1
凿	1
剩	1
久	1
弄	1
叠	1
何	1
却	1
桩	1
像	1
翻	1
‘	1
’	1
涉	1
牛	1
赚	1
洁	1
邦	1
绿	1
兑	1
赊	1
盈	1
届	1
馈	1
f	1
〇	1
讨	1
论	1
馨	1
函	1
唯	1
★	1
z	1
j	1
b	1
阅	1
栏	1
￥	1
T	1
仍	1
渠	1
折	1
授	1
贫	1
肢	1
仲	1
恺	1
荐	1
孝	1
宗	1
旁	1
挨	1
座	1
刚	1
扶	1
聋	1
哑	1
症	1
摩	1
侵	1
害	1
寻	1
辅	1
遍	1
遭	1
扰	1
跑	1
辛	1
苦	1
盼	1
隶	1
疫	1
戏	1
播	1
涛	1
孤	1
寡	1
烈	1
叫	1
阻	1
茬	1
虽	1
又	1
慈	1
促	1
侧	1
牌	1
捷	1
挥	1
井	1
状	1
稳	1
措	1
突	1
克	1
切	1
秉	1
厚	1
德	1
竭	1
忧	1
吸	1
觉	1
兴	1
危	1
油	1
挣	1
村	1
痪	1
愿	1
绪	1
铺	1
湾	1
盾	1
泛	1
太	1
霞	1
删	1
紫	1
兽	1
宠	1
稀	1
诀	1
窍	1
箭	1
雕	1
囊	1
趣	1
翁	1
羲	1
径	1
够	1
犹	1
豫	1
蒹	1
葭	1
步	1
伐	1
阶	1
滚	1
望	1
贡	1
献	1
妥	1
滨	1
暨	1
壹	1
仟	1
颁	1
○	1
钮	1
轰	1
鸣	1
喝	1
甘	1
甜	1
亩	1
V	1
触	1
炭	1
氯	1
药	1
浓	1
缩	1
衡	1
仓	1
蒋	1
寨	1
混	1
凝	1
杀	1
千	1
钙	1
镁	1
矿	1
烧	1
垢	1
峰	1
彻	1
底	1
苹	1
伟	1
志	1
隐	1
灯	1
闫	1
丁	1
桂	1
芳	1
港	1
抽	1
柴	1
晓	1
召	1
韩	1
寒	1
郭	1
敬	1
撞	1
怎	1
火	1
奇	1
吴	1
恩	1
著	1
堪	1
瑰	1
描	1
劫	1
斩	1
典	1
画	1
绎	1
胆	1
蛰	1
伏	1
唤	1
孙	1
丧	1
箍	1
棒	1
孽	1
扑	1
妄	1
扭	1
雄	1
浩	1
霸	1
倒	1
磨	1
凶	1
颠	1
覆	1
染	1
逆	1
甄	1
邀	1
您	1
凌	1
霄	1
殿	1
祥	1
鱼	1
究	1
谁	1
谨	1
俗	1
玄	1
幻	1
观	1
幽	1
默	1
锋	1
圈	1
古	1
